CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,36,22720,793,1102,27
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,36,8129,1799,1402,33
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,27,3751,1521,1060,30
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,36,1594,1411,1459,35
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,43,2569,1403,1456,39
809608533,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,44,18206,1586,1439,48
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,34,3104,1766,1353,24
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,41,2406,1560,1173,32
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,36,24571,1955,1746,28
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,36,15534,726,1279,28
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,33,12301,2250,1307,29
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,26,2846,1818,1473,37
712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,49,9788,1794,1805,37
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,36,7231,2381,1421,23
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,48,2324,1576,1272,37
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,40,12208,1980,1409,34
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,46,10021,1617,1275,25
810449883,Existing Customer,64,M,0,Unknown,Married,Less than $40K,56,2215,1915,1270,27
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,44,2027,1480,1702,37
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,47,6363,1162,1256,26
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,25,3920,2008,3178,53
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,36,9226,1233,1626,29
818942433,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,49,9376,1288,1562,33
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,46,1944,1346,1960,57
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,36,9599,1554,1154,38
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,28,28202,843,1629,38
821837958,Existing Customer,43,M,3,College,Unknown,$80K - $120K,39,24850,1662,1226,25
804359133,Existing Customer,55,M,0,High School,Married,$120K +,49,3805,2233,1743,27
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,37,2733,1306,1139,39
788780958,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,27,12781,1253,1073,21
798473808,Existing Customer,48,M,3,College,Married,$80K - $120K,42,7477,0,1159,32
712372158,Existing Customer,45,M,4,Unknown,Married,$120K +,33,34516,2086,1859,47
715192308,Existing Customer,48,M,2,High School,Married,$120K +,36,29963,2094,1205,28
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,36,6509,2033,1409,37
709311633,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,36,27000,0,1209,39
709470858,Existing Customer,51,M,4,College,Married,$120K +,31,34516,1254,1366,25
717292758,Existing Customer,55,F,2,Graduate,Single,Less than $40K,47,6347,0,1161,44
779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,49,3106,1675,1512,38
715205358,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,31,2536,913,1750,35
778871508,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,35,13048,1954,1170,24
779462433,Existing Customer,55,F,2,Unknown,Married,Less than $40K,37,2453,968,2218,50
710147958,Existing Customer,47,M,3,High School,Married,$40K - $60K,36,16138,1249,1198,33
709864833,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,38,8077,1965,1329,26
717276708,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,36,3127,2517,1470,30
710004933,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,36,8645,1454,1435,25
753606108,Existing Customer,56,M,3,Unknown,Single,$60K - $80K,49,1438.3,0,1093,22
718927533,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,32,24487,2517,1512,42
719337408,Existing Customer,63,M,0,High School,Married,$60K - $80K,36,2567,0,2399,43
772308408,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,33,4131,785,906,22
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,37,10790,1930,1052,16
790099758,Existing Customer,40,M,3,High School,Married,$40K - $60K,33,6884,1001,975,11
778770783,Existing Customer,42,M,4,High School,Married,$80K - $120K,30,29801,1916,990,21
713134458,Existing Customer,54,M,3,High School,Married,$120K +,43,13219,0,1097,24
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,36,9478,820,1327,41
771180033,Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,34,3502,1851,1814,31
717916758,Existing Customer,67,F,0,Unknown,Married,Unknown,56,10509,2388,1365,34
711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K,36,1491,0,1058,34
716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,46,9734,0,1476,38
779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,22,2305,1627,1230,36
716302383,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,36,14241,2081,1581,44
718281408,Existing Customer,36,F,2,Unknown,Married,$40K - $60K,25,4789,1257,1534,29
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,34,23138,1727,1612,39
794496033,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,38,23008,2280,1302,36
710519433,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,36,3131,2517,1439,40
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K,53,5798,1794,1724,45
721469433,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,36,6880,1390,1784,35
788386908,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,41,34516,1531,1156,29
717198633,Existing Customer,53,F,2,College,Married,$40K - $60K,34,2075,1469,2556,49
767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,44,4589,0,1590,37
710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,47,6038,0,1447,30
789129033,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,32,14910,877,1150,26
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K,39,29659,1143,1193,21
714513033,Existing Customer,39,F,1,Unknown,Single,$40K - $60K,36,11213,0,1257,23
714717483,Existing Customer,39,F,3,Uneducated,Divorced,Unknown,29,26181,0,1303,35
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K,31,5773,0,1306,39
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,36,29770,1565,1774,42
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,28,5014,1910,1209,25
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,47,3445,1074,1074,31
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,50,23412,1078,1786,50
718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K,46,3044,1611,1456,36
803366358,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,29,14596,2192,1300,25
709230708,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,36,3864,1654,1470,42
801383808,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,44,23090,839,1198,24
710677608,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,36,29205,1208,1556,43
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,49,14035,2061,1606,30
717469158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,30,18578,1385,1606,54
711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,46,2201,1138,1199,32
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,25,2061,1483,2400,60
710665533,Existing Customer,42,F,5,Doctorate,Married,Unknown,23,24602,1660,1337,44
716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,29,15911,896,1270,33
709122483,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,37,2783,1526,1909,54
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K,36,5124,2235,1158,42
789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,53,2880,2362,1323,26
720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K,46,5579,0,1025,35
721043058,Existing Customer,58,M,4,Unknown,Married,$60K - $80K,44,12010,2149,1700,35
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,36,34516,1597,1628,51
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,29,4394,885,1377,32
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,35,18325,723,1517,33
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,37,3773,1972,1528,25
709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,29,21684,1748,1329,24
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,40,1919,774,1505,33
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,33,9995,1713,1172,38
717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,35,11910,2098,1646,39
709913733,Existing Customer,39,F,3,College,Married,Less than $40K,36,2279,1529,1693,32
718768158,Existing Customer,57,M,1,College,Single,$40K - $60K,48,3539,0,1336,23
721375308,Existing Customer,48,M,3,High School,Married,$80K - $120K,36,30579,1351,1289,19
711374283,Existing Customer,47,M,3,High School,Single,$80K - $120K,42,24480,1923,1416,32
822893133,Existing Customer,56,F,1,Uneducated,Divorced,Unknown,52,17561,0,1608,33
778465533,Existing Customer,54,F,0,College,Married,Less than $40K,40,1638,0,1885,51
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,36,2947,2216,1744,53
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K,42,5738,1112,1922,48
708095133,Existing Customer,43,M,4,Unknown,Unknown,$120K +,34,33304,1833,1448,29
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,48,7251,1603,1300,36
772735758,Existing Customer,44,M,1,Unknown,Married,Unknown,34,2885,1895,1366,31
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,36,2641,1257,1439,39
778239933,Existing Customer,45,F,4,Graduate,Married,Unknown,35,2801,2043,1241,46
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,45,16794,809,1917,33
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,41,9336,1672,1391,39
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,43,2763,2517,1246,31
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,36,17391,1044,1248,27
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,36,3198,2493,1936,44
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,26,5100,1786,2375,63
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,39,3955,2517,1238,25
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,48,3140,1985,1626,41
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,32,2264,0,1204,28
819352983,Existing Customer,49,M,3,Unknown,Unknown,$120K +,44,21620,2008,1300,33
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,45,6385,1535,1612,47
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,31,2375,1658,1071,28
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,13,1963,1721,1378,37
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,37,4256,1084,1100,29
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,49,5097,1152,2052,45
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,45,3228,2517,1349,33
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,41,20231,977,1215,36
715449333,Existing Customer,55,F,3,Unknown,Married,$40K - $60K,47,1929,1540,2354,50
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,13,2585,2019,2644,40
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,42,34516,2113,1362,31
721183983,Existing Customer,48,M,4,High School,Married,$120K +,31,34516,1013,1222,37
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,32,5504,0,1364,32
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,28,10021,1203,1463,40
780253533,Existing Customer,63,F,0,Unknown,Married,Less than $40K,49,3558,2318,1631,31
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K,44,19853,1513,1878,55
719229708,Existing Customer,41,F,1,High School,Single,$40K - $60K,31,4969,838,1489,32
715158483,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,40,3117,1603,1437,37
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,41,21526,2332,1313,37
778176108,Existing Customer,61,M,0,High School,Single,$60K - $80K,51,5504,1412,1290,38
796532958,Existing Customer,59,F,0,Unknown,Married,Less than $40K,53,5512,1124,1975,49
717049533,Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,28,7262,1466,1438,28
719366358,Existing Customer,51,M,3,High School,Married,$120K +,40,7319,1692,1233,29
711622683,Existing Customer,48,M,4,Unknown,Single,$60K - $80K,30,7712,1387,1597,39
714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,37,2053,0,1283,28
769574883,Existing Customer,41,M,2,High School,Married,$40K - $60K,32,12804,2517,1101,37
717643608,Existing Customer,48,M,4,College,Married,$80K - $120K,36,26443,1601,1593,36
709198158,Existing Customer,50,F,4,Graduate,Single,Less than $40K,36,3125,1928,1631,46
712419708,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,48,4930,2259,2194,53
709103358,Existing Customer,39,F,2,College,Single,Less than $40K,36,9476,0,1128,27
716966808,Existing Customer,47,M,1,Graduate,Married,$80K - $120K,37,11722,1667,1497,35
772264383,Existing Customer,44,M,2,Graduate,Single,$120K +,33,13301,0,1385,50
721057758,Existing Customer,61,F,1,Unknown,Married,Unknown,47,1438.3,0,1449,27
716445783,Existing Customer,42,F,2,Uneducated,Married,Unknown,31,22718,0,1191,37
708579633,Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,28,23981,1788,1421,34
718715583,Existing Customer,65,M,2,Unknown,Married,Less than $40K,56,2318,1010,1256,35
778686408,Existing Customer,48,M,1,College,Married,$60K - $80K,29,19324,1040,1744,50
715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,34,5331,1993,1766,39
805254708,Existing Customer,36,F,4,Unknown,Married,Unknown,31,15700,1276,2229,48
710462433,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,30,17625,894,1773,39
721342383,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,34,17438,0,1860,37
720179883,Existing Customer,40,M,4,College,Unknown,$80K - $120K,25,1962,0,1179,27
779445108,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,13,3290,1616,2781,54
718193958,Existing Customer,60,M,0,Uneducated,Single,Less than $40K,53,2402,1728,1650,53
710955633,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,42,9256,1999,1446,37
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,36,3674,895,1703,48
713889933,Existing Customer,59,M,0,Graduate,Single,$40K - $60K,48,1638,0,1536,44
709446783,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,38,4335,2480,1373,36
789115833,Existing Customer,44,M,4,High School,Single,$60K - $80K,32,3233,1034,1256,29
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,24,34516,1938,1215,45
709040508,Existing Customer,57,M,4,Uneducated,Married,$120K +,38,19802,1961,2244,58
708864708,Existing Customer,46,M,3,College,Unknown,$80K - $120K,36,24869,1729,1409,36
717758583,Existing Customer,40,M,3,High School,Unknown,$60K - $80K,36,3624,1975,1469,23
715416633,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,36,6175,960,1847,59
717956283,Existing Customer,57,F,1,Graduate,Single,$40K - $60K,48,10953,1945,1277,29
721379433,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,28,11338,0,1227,24
712027683,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,35,5544,1184,1336,38
716027208,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,36,19665,706,1110,58
720475233,Existing Customer,50,F,2,High School,Married,Less than $40K,43,2927,1412,1474,26
712275108,Existing Customer,53,F,3,College,Married,$40K - $60K,33,5146,1618,1955,44
716222808,Existing Customer,53,F,4,High School,Married,Less than $40K,36,2974,1170,1785,45
788779008,Existing Customer,57,M,2,High School,Married,$60K - $80K,38,2736,1822,1211,25
710404533,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,37,1438.3,862,1391,40
711173058,Existing Customer,56,F,2,Unknown,Married,Unknown,45,5406,1782,1407,29
715383108,Existing Customer,52,M,2,Graduate,Single,$120K +,44,34516,2174,1616,50
711697158,Existing Customer,60,M,0,Graduate,Married,Less than $40K,36,1976,1311,1498,43
709186983,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,40,8714,2252,1536,38
808964433,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,41,8693,1378,1594,45
711948333,Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,36,9247,710,1190,30
710541858,Existing Customer,45,M,3,High School,Married,Less than $40K,33,7717,1430,1248,37
713490483,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,48,21740,0,1755,54
779743908,Existing Customer,44,M,4,Unknown,Divorced,$60K - $80K,29,7788,0,1196,30
710784333,Existing Customer,57,M,2,Unknown,Married,$120K +,36,23700,1314,1644,28
816596583,Existing Customer,45,M,2,Doctorate,Married,$80K - $120K,40,11710,693,1749,50
717517758,Existing Customer,57,F,0,High School,Married,$40K - $60K,45,2278,845,2307,45
712880283,Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,22,4048,1113,1757,45
753226158,Existing Customer,34,F,2,Graduate,Married,Less than $40K,24,3663,1853,1826,35
758317233,Existing Customer,35,F,1,College,Single,Unknown,28,3518,1575,2121,60
711028308,Existing Customer,44,F,4,Graduate,Married,Less than $40K,36,1717,0,1468,29
814852533,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,45,16813,1185,1482,46
711526533,Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,25,16434,2104,1726,37
804403908,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,45,21872,1118,1806,31
716999883,Existing Customer,51,M,4,High School,Married,$80K - $120K,41,15897,1437,1405,43
716452083,Existing Customer,56,F,4,Unknown,Married,Less than $40K,46,4271,1150,2052,50
